date,location,windgustdir,windgustspeed,winddir9am,winddir3pm,windspeed9am,windspeed3pm
2/24/2009,Launceston,WSW,50,NNW,WNW,22,24
2/24/2009,AliceSprings,ESE,37,ESE,ESE,17,17
2/24/2009,Darwin,NW,35,S,WNW,15,24
2/25/2009,Albury,WNW,43,NA,WSW,0,17
2/25/2009,BadgerysCreek,ESE,35,NA,E,0,22
2/25/2009,Cobar,WSW,31,SSW,SW,11,9
2/25/2009,CoffsHarbour,NE,44,NNW,NE,11,28
2/25/2009,Moree,SSE,46,N,NW,15,7
2/25/2009,Newcastle,NA,NA,NA,SE,0,9
2/25/2009,NorahHead,SE,41,S,ESE,11,24
2/25/2009,NorfolkIsland,E,44,ESE,E,20,30
2/25/2009,Penrith,SE,37,NA,ENE,0,9
2/25/2009,Richmond,SE,39,NA,NE,0,6
2/25/2009,Sydney,NA,NA,S,ESE,4,20
2/25/2009,SydneyAirport,SE,37,S,SE,13,24
2/25/2009,WaggaWagga,SW,35,NNW,NW,6,9
2/25/2009,Williamtown,ESE,39,S,ESE,9,24
2/25/2009,Wollongong,SE,37,SSE,SE,9,19
2/25/2009,Canberra,ENE,50,ESE,NW,2,13
2/25/2009,Tuggeranong,ESE,52,SE,NNW,7,13
2/25/2009,MountGinini,NA,NA,WSW,SW,22,19
2/25/2009,Ballarat,SSE,44,S,SSE,24,24
2/25/2009,Bendigo,SSE,44,SSE,SE,20,19
2/25/2009,Sale,WNW,43,WNW,WSW,30,24
2/25/2009,MelbourneAirport,S,37,SSW,S,17,20
2/25/2009,Melbourne,S,37,SSW,S,17,20
2/25/2009,Mildura,SSE,39,ESE,S,19,11
2/25/2009,Portland,SE,35,ESE,SE,9,19
2/25/2009,Watsonia,SSW,30,WSW,SSW,9,19
2/25/2009,Brisbane,NE,22,W,ENE,6,11
2/25/2009,Cairns,ENE,31,SE,ESE,13,20
2/25/2009,GoldCoast,ENE,24,E,ENE,6,13
2/25/2009,Townsville,N,35,NNW,NNE,15,15
2/25/2009,Adelaide,ESE,35,NE,SW,13,9
2/25/2009,MountGambier,S,39,ESE,SSE,22,15
2/25/2009,Nuriootpa,ESE,37,ENE,E,19,13
2/25/2009,Woomera,ESE,35,E,SSE,20,11
2/25/2009,Albany,NA,NA,NNE,W,7,6
2/25/2009,Witchcliffe,W,54,NW,WSW,9,24
2/25/2009,PearceRAAF,W,50,N,W,13,35
2/25/2009,PerthAirport,WSW,43,NNE,W,17,24
2/25/2009,Perth,W,39,NNE,W,11,15
2/25/2009,SalmonGums,WSW,46,SSW,NE,15,13
2/25/2009,Walpole,WNW,48,NNW,NNW,15,13
2/25/2009,Hobart,S,52,S,SSE,20,20
2/25/2009,Launceston,SE,44,S,SE,2,26
2/25/2009,AliceSprings,ENE,50,E,E,19,28
2/25/2009,Darwin,N,35,ESE,NNE,15,20
2/26/2009,Albury,ESE,26,ESE,S,15,2
2/26/2009,BadgerysCreek,SE,35,SW,SE,9,11
2/26/2009,Cobar,ESE,24,ESE,WSW,13,7
2/26/2009,CoffsHarbour,S,50,SW,SSE,17,31
2/26/2009,Moree,E,31,E,SE,24,11
2/26/2009,Newcastle,NA,NA,SE,SE,7,37
2/26/2009,NorahHead,S,50,S,S,30,41
2/26/2009,NorfolkIsland,SE,52,ESE,ESE,26,28
2/26/2009,Penrith,SE,33,SSW,S,13,7
2/26/2009,Richmond,ESE,35,SW,SE,7,13
2/26/2009,Sydney,NA,NA,S,S,11,20
2/26/2009,SydneyAirport,S,48,W,S,13,33
2/26/2009,WaggaWagga,ENE,43,E,E,28,7
2/26/2009,Williamtown,SSE,41,SSE,SSE,22,30
2/26/2009,Wollongong,SSE,48,SSW,SSE,19,39
2/26/2009,Canberra,ENE,43,SSE,E,13,13
2/26/2009,Tuggeranong,S,35,S,NNE,22,13
2/26/2009,MountGinini,NA,NA,NA,ENE,NA,11
2/26/2009,Ballarat,SE,56,E,NW,24,11
2/26/2009,Bendigo,SSE,33,SE,N,17,11
2/26/2009,Sale,E,48,E,E,13,35
2/26/2009,MelbourneAirport,SSE,35,WSW,SSE,9,20
2/26/2009,Melbourne,SSE,35,WSW,SSE,9,20
2/26/2009,Mildura,E,22,E,NNW,15,4
2/26/2009,Portland,ENE,31,ENE,E,20,22
2/26/2009,Watsonia,SW,48,N,WNW,9,7
2/26/2009,Brisbane,SE,43,SSE,SE,13,20
2/26/2009,Cairns,SSE,35,S,SE,13,22
2/26/2009,GoldCoast,SSE,69,S,SSE,22,39
2/26/2009,Townsville,ENE,28,SSW,NE,15,19
2/26/2009,Adelaide,NE,33,NNE,NNW,15,9
2/26/2009,MountGambier,E,26,E,E,15,9
2/26/2009,Nuriootpa,NNE,35,ENE,NNE,19,15
2/26/2009,Woomera,NNE,48,ENE,WNW,20,15
2/26/2009,Albany,NA,NA,N,SSW,6,13
2/26/2009,Witchcliffe,SW,31,SW,SSW,15,20
2/26/2009,PearceRAAF,NA,NA,NE,S,6,22
2/26/2009,PerthAirport,SSW,37,NNE,SSW,7,22
2/26/2009,Perth,SW,33,NNE,SW,6,15
2/26/2009,SalmonGums,SW,48,WSW,SSW,19,20
2/26/2009,Walpole,WSW,44,NW,WSW,13,17
2/26/2009,Hobart,ESE,26,SSW,SE,9,13
2/26/2009,Launceston,NNW,37,SSE,SE,11,7
2/26/2009,AliceSprings,ENE,39,NNE,NE,22,19
2/26/2009,Darwin,N,43,NNE,N,19,19
2/27/2009,Albury,W,24,NA,S,0,6
2/27/2009,BadgerysCreek,ESE,28,SW,E,11,13
2/27/2009,Cobar,NE,39,ENE,N,26,7
2/27/2009,CoffsHarbour,S,46,SW,SSE,28,28
2/27/2009,Moree,E,37,E,NW,19,11
2/27/2009,Newcastle,NA,NA,S,SE,4,19
2/27/2009,NorahHead,SSE,41,SW,SSE,13,24
2/27/2009,NorfolkIsland,SW,65,SW,S,17,22
2/27/2009,Penrith,SE,26,S,NE,13,7
2/27/2009,Richmond,E,24,SW,E,7,11
2/27/2009,Sydney,NA,NA,W,E,13,11
2/27/2009,SydneyAirport,SSW,33,SSW,SE,22,20
2/27/2009,WaggaWagga,ENE,39,ENE,NNW,13,11
2/27/2009,Williamtown,S,37,WSW,SSE,13,20
2/27/2009,Wollongong,S,30,SW,ESE,11,13
2/27/2009,Canberra,NNW,31,ENE,NW,7,11
2/27/2009,Tuggeranong,NE,30,E,N,7,6
2/27/2009,MountGinini,NA,NA,SW,SW,11,20
2/27/2009,Ballarat,N,52,NNE,N,31,28
2/27/2009,Bendigo,N,35,ENE,NNW,17,17
2/27/2009,Sale,ENE,37,ENE,ESE,13,28
2/27/2009,MelbourneAirport,N,72,N,NNW,48,31
2/27/2009,Melbourne,N,72,N,NNW,48,31
2/27/2009,Mildura,NW,43,NNE,WNW,17,15
2/27/2009,Portland,WSW,54,N,SW,13,30
2/27/2009,Watsonia,SSW,43,ENE,NNW,4,19
2/27/2009,Brisbane,ESE,44,S,E,11,15
2/27/2009,Cairns,SE,44,SSE,SSE,17,28
2/27/2009,GoldCoast,SE,57,S,SSE,24,46
2/27/2009,Townsville,E,39,SE,NE,19,28
2/27/2009,Adelaide,SW,41,NNE,SW,9,20
2/27/2009,MountGambier,SW,52,N,SSW,22,33
2/27/2009,Nuriootpa,W,46,SE,W,7,22
2/27/2009,Woomera,SSE,46,N,WNW,17,13
2/27/2009,Albany,NA,NA,NE,SSE,4,19
2/27/2009,Witchcliffe,S,31,NE,ESE,4,7
2/27/2009,PearceRAAF,SSW,46,ESE,W,11,11
2/27/2009,PerthAirport,ENE,41,ENE,WSW,20,26
2/27/2009,Perth,SW,39,E,SW,15,19
2/27/2009,SalmonGums,SSE,37,ENE,ENE,13,13
2/27/2009,Walpole,SSW,26,NA,SSE,0,13
2/27/2009,Hobart,N,44,NNW,N,26,19
2/27/2009,Launceston,N,35,SW,NNW,7,20
2/27/2009,AliceSprings,N,41,NNW,E,22,9
2/27/2009,Darwin,NE,30,ENE,NNE,11,17
2/28/2009,Albury,WSW,44,E,NA,6,NA
2/28/2009,BadgerysCreek,ESE,30,NA,N,0,17
2/28/2009,Cobar,WSW,41,N,WNW,17,19
2/28/2009,CoffsHarbour,NNE,35,NW,NNE,20,22
2/28/2009,Moree,N,39,N,NW,26,15
2/28/2009,Newcastle,NA,NA,NW,SE,4,9
2/28/2009,NorahHead,NNE,46,NNW,NE,9,22
2/28/2009,NorfolkIsland,W,24,SSW,W,11,13
2/28/2009,Penrith,SSW,39,SSE,NNE,7,9
2/28/2009,Richmond,SW,31,NA,NNE,0,6
2/28/2009,Sydney,NA,NA,N,E,7,20
2/28/2009,SydneyAirport,NE,37,NNW,ENE,15,28
2/28/2009,WaggaWagga,W,59,ENE,WSW,9,31
2/28/2009,Williamtown,WNW,28,NW,SE,7,20
2/28/2009,Wollongong,NNE,35,NNE,NE,7,26
2/28/2009,Canberra,WNW,50,NA,WNW,0,31
2/28/2009,Tuggeranong,WSW,54,NA,W,0,24
2/28/2009,MountGinini,NA,NA,W,W,17,24
2/28/2009,Ballarat,S,46,S,SSW,33,22
2/28/2009,Bendigo,SSE,48,S,SW,28,15
2/28/2009,Sale,WSW,70,W,SW,31,28
2/28/2009,MelbourneAirport,S,48,SW,SSE,17,31
2/28/2009,Melbourne,S,48,SW,SSE,17,31
2/28/2009,Mildura,S,37,S,SSW,19,20
2/28/2009,Portland,WSW,33,S,SW,13,19
2/28/2009,Watsonia,SSW,39,SW,SW,9,20
2/28/2009,Brisbane,NNE,26,SW,NE,7,9
2/28/2009,Cairns,ESE,44,SSE,SE,26,31
2/28/2009,GoldCoast,NNE,33,NNW,NNE,9,26
2/28/2009,Townsville,E,44,SE,E,13,28
2/28/2009,Adelaide,SSE,31,N,SSW,6,15
2/28/2009,MountGambier,SSW,41,SW,SW,15,28
2/28/2009,Nuriootpa,SSW,52,SE,SSW,17,11
2/28/2009,Woomera,SE,46,SE,S,24,15
2/28/2009,Albany,NA,NA,ENE,ESE,6,19
2/28/2009,Witchcliffe,SSE,54,SE,SE,19,31
2/28/2009,PearceRAAF,ENE,50,SE,E,9,15
2/28/2009,PerthAirport,NA,NA,E,E,24,20
2/28/2009,Perth,NNE,37,E,ESE,13,9
2/28/2009,SalmonGums,ENE,46,ENE,ENE,19,26
2/28/2009,Walpole,SE,54,E,SE,13,28
2/28/2009,Hobart,SE,35,E,SE,6,26
2/28/2009,Launceston,NW,35,NW,SSW,6,7
2/28/2009,AliceSprings,ENE,39,NW,NE,20,19
2/28/2009,Darwin,NE,33,NE,SW,9,20
3/1/2009,Albury,W,30,W,WSW,4,13
3/1/2009,BadgerysCreek,NNE,35,NA,NNE,0,17
3/1/2009,Cobar,SSW,30,SW,S,2,11
3/1/2009,CoffsHarbour,S,33,S,ESE,20,11
3/1/2009,Moree,SSW,37,NA,WSW,NA,20
3/1/2009,Newcastle,NA,NA,SE,NA,7,NA
3/1/2009,NorahHead,S,50,SE,ESE,24,20
3/1/2009,NorfolkIsland,NW,28,WNW,WNW,13,20
3/1/2009,Penrith,E,31,NNE,SE,4,11
3/1/2009,Richmond,ESE,31,NNE,NE,7,7
3/1/2009,Sydney,NA,NA,E,E,9,19
3/1/2009,SydneyAirport,SE,31,E,ESE,11,19
3/1/2009,WaggaWagga,NW,28,WNW,WNW,6,7
3/1/2009,Williamtown,SSW,37,SSE,ESE,22,20
3/1/2009,Wollongong,SE,31,E,E,11,13
3/1/2009,Canberra,ENE,43,NNE,NNW,6,11
3/1/2009,Tuggeranong,ENE,39,ENE,N,11,15
3/1/2009,MountGinini,NA,NA,NE,NW,15,15
3/1/2009,Ballarat,SSW,43,S,S,28,24
3/1/2009,Bendigo,SSE,43,SSE,S,26,30
3/1/2009,Sale,ESE,33,NA,WNW,NA,11
3/1/2009,MelbourneAirport,SE,41,SSW,S,17,28
3/1/2009,Melbourne,SE,41,SSW,S,17,28
3/1/2009,Mildura,SSW,31,SSE,WSW,13,7
3/1/2009,Portland,SE,31,SSW,SE,15,17
3/1/2009,Watsonia,S,33,SSE,SSE,11,13
3/1/2009,Brisbane,E,22,S,NNE,6,9
3/1/2009,Cairns,ESE,44,SSE,ESE,22,28
3/1/2009,GoldCoast,NNW,33,NW,NNE,20,24
3/1/2009,Townsville,ENE,39,ESE,ENE,11,28
3/1/2009,Adelaide,W,28,W,WSW,4,17
3/1/2009,MountGambier,SSE,41,SSW,SSE,20,15
3/1/2009,Nuriootpa,E,35,ESE,E,17,6
3/1/2009,Woomera,SE,43,SSE,SE,17,17
3/1/2009,Albany,NA,NA,ENE,E,7,11
3/1/2009,Witchcliffe,S,39,ENE,SSW,13,11
3/1/2009,PearceRAAF,ENE,56,NE,W,9,19
3/1/2009,PerthAirport,NE,50,NNE,W,11,19
3/1/2009,Perth,NE,39,NNE,W,7,13
3/1/2009,SalmonGums,NE,43,NE,NNE,19,22
3/1/2009,Walpole,NE,41,ENE,NNE,11,9
3/1/2009,Hobart,ESE,37,N,ESE,2,13
3/1/2009,Launceston,NNW,33,SSE,NNW,9,20
3/1/2009,AliceSprings,NNW,50,NW,NNE,33,15
3/1/2009,Darwin,WSW,31,SSE,NNE,9,22
3/2/2009,Albury,NNW,35,S,ENE,6,9
3/2/2009,BadgerysCreek,E,33,NA,N,0,19
3/2/2009,Cobar,SE,30,E,NW,7,6
3/2/2009,CoffsHarbour,S,33,SW,S,20,22
3/2/2009,Moree,SSW,28,ENE,WSW,13,9
3/2/2009,Newcastle,NA,NA,SE,NE,4,4
3/2/2009,NorahHead,E,30,E,E,15,15
3/2/2009,NorfolkIsland,S,24,SSE,SE,9,17
3/2/2009,Penrith,NE,30,NA,NE,0,11
3/2/2009,Richmond,ENE,52,NA,NNE,0,15
3/2/2009,Sydney,NA,NA,NA,E,0,17
3/2/2009,SydneyAirport,ENE,44,NNE,ENE,11,24
3/2/2009,WaggaWagga,ENE,31,ENE,NNE,13,6
3/2/2009,Williamtown,SE,39,NE,SE,2,28
3/2/2009,Wollongong,NE,30,S,ENE,7,19
3/2/2009,Canberra,E,43,E,NE,15,20
3/2/2009,Tuggeranong,ENE,33,E,NNE,11,13
3/2/2009,MountGinini,NA,NA,ENE,N,19,11
3/2/2009,Ballarat,ESE,46,ESE,N,31,19
3/2/2009,Bendigo,SSE,31,SE,NNE,15,13
3/2/2009,Sale,E,39,E,E,6,26
3/2/2009,MelbourneAirport,SSE,37,SE,E,17,9
3/2/2009,Melbourne,SSE,37,SE,E,17,9
3/2/2009,Mildura,NW,26,E,NW,13,13
3/2/2009,Portland,E,41,ENE,E,11,17
3/2/2009,Watsonia,SSW,24,E,WSW,9,9
3/2/2009,Brisbane,E,28,SW,ENE,6,13
3/2/2009,Cairns,SE,48,SSE,ESE,20,31
3/2/2009,GoldCoast,SE,33,SSE,SE,17,28
3/2/2009,Townsville,ENE,35,E,ENE,13,26
3/2/2009,Adelaide,NE,46,NNW,NE,9,7
3/2/2009,MountGambier,ENE,39,E,NNW,26,17
3/2/2009,Nuriootpa,ENE,37,ENE,E,17,15
3/2/2009,Woomera,ENE,54,ESE,ENE,20,31
3/2/2009,Albany,NA,NA,WSW,SW,41,41
3/2/2009,Witchcliffe,SSW,57,SSW,SSE,24,28
3/2/2009,PearceRAAF,SSW,54,SSW,SSW,33,43
3/2/2009,PerthAirport,SW,59,SSW,SW,35,37
3/2/2009,Perth,SW,54,SSW,SW,20,30
3/2/2009,SalmonGums,SW,63,NW,SSW,19,24
3/2/2009,Walpole,WSW,56,SSW,SW,35,28
3/2/2009,Hobart,ENE,37,SSW,ESE,9,13
3/2/2009,Launceston,NNE,31,SSE,ENE,11,7
3/2/2009,AliceSprings,N,52,N,N,35,28
3/2/2009,Darwin,S,24,S,W,6,13
3/3/2009,Albury,WNW,52,NE,NNE,15,26
3/3/2009,BadgerysCreek,NE,30,NA,NE,0,19
3/3/2009,Cobar,W,65,NE,NNE,19,28
3/3/2009,CoffsHarbour,SSW,24,W,SSE,11,17
3/3/2009,Moree,N,33,E,N,20,9
3/3/2009,Newcastle,NA,NA,NE,NE,4,11
3/3/2009,NorahHead,NNE,44,NE,ENE,26,26
3/3/2009,NorfolkIsland,E,41,ESE,SE,17,22
3/3/2009,Penrith,N,26,NA,NNE,0,17
3/3/2009,Richmond,ENE,35,NA,NNE,0,15
3/3/2009,Sydney,NA,NA,ENE,ENE,19,20
3/3/2009,SydneyAirport,NE,44,NNE,NE,24,30
3/3/2009,WaggaWagga,N,46,NE,NNE,19,24
3/3/2009,Williamtown,E,37,NE,ESE,11,28
3/3/2009,Wollongong,NE,43,N,NE,20,33
3/3/2009,Canberra,N,24,S,SSW,2,7
3/3/2009,Tuggeranong,NW,19,ENE,WSW,6,9
3/3/2009,MountGinini,NA,NA,N,NNW,20,13
3/3/2009,Ballarat,N,89,NNE,N,41,61
3/3/2009,Bendigo,N,69,ENE,N,19,43
3/3/2009,Sale,NE,54,N,NNE,7,31
3/3/2009,MelbourneAirport,N,93,N,N,35,61
3/3/2009,Melbourne,N,93,N,N,35,61
3/3/2009,Mildura,N,63,NNE,W,31,24
3/3/2009,Portland,WNW,72,N,W,24,41
3/3/2009,Watsonia,NNE,74,NNE,NNE,19,28
3/3/2009,Brisbane,ENE,24,E,NE,7,13
3/3/2009,Cairns,SE,43,SSE,ESE,20,31
3/3/2009,GoldCoast,SSE,31,SSE,ESE,22,11
3/3/2009,Townsville,E,39,ESE,NE,13,24
3/3/2009,Adelaide,WSW,54,NW,WSW,6,24
3/3/2009,MountGambier,N,81,NNE,W,41,30
3/3/2009,Nuriootpa,WSW,65,WNW,W,15,37
3/3/2009,Woomera,SW,63,W,SW,33,35
3/3/2009,Albany,NA,NA,SW,SW,17,17
3/3/2009,Witchcliffe,SSE,43,SSE,SSE,15,24
3/3/2009,PearceRAAF,SE,44,ESE,ESE,22,28
3/3/2009,PerthAirport,ESE,43,SSE,ESE,15,20
3/3/2009,Perth,SSE,31,SE,SE,11,13
3/3/2009,SalmonGums,SSW,41,WSW,SSW,17,24
3/3/2009,Walpole,SSW,41,S,SSE,11,13
3/3/2009,Hobart,NNW,80,NNW,N,19,30
3/3/2009,Launceston,N,54,N,NW,19,17
3/3/2009,AliceSprings,S,69,N,N,31,13
3/3/2009,Darwin,N,20,SSE,NE,11,13
3/4/2009,Albury,WNW,57,W,WNW,26,33
3/4/2009,BadgerysCreek,SW,57,NA,SSE,0,7
3/4/2009,Cobar,SSW,54,SSW,SW,22,24
3/4/2009,CoffsHarbour,NNE,48,NNW,NNE,20,31
3/4/2009,Moree,WSW,59,NNE,NNW,31,9
3/4/2009,Newcastle,NA,NA,NA,SE,0,9
3/4/2009,NorahHead,SSW,46,N,S,17,30
3/4/2009,NorfolkIsland,ESE,41,ESE,ESE,20,24
3/4/2009,Penrith,WNW,44,NA,WSW,0,6
3/4/2009,Richmond,W,44,NA,WNW,0,4
3/4/2009,Sydney,NA,NA,E,SW,4,13
3/4/2009,SydneyAirport,WSW,57,N,WSW,9,20
3/4/2009,WaggaWagga,WSW,61,WSW,WSW,22,30
3/4/2009,Williamtown,S,48,N,S,13,28
3/4/2009,Wollongong,WSW,56,WNW,NA,15,0
3/4/2009,Canberra,WNW,54,WNW,W,30,28
3/4/2009,Tuggeranong,WSW,50,NW,NW,28,24
3/4/2009,MountGinini,NA,NA,NA,W,NA,22
3/4/2009,Ballarat,WNW,63,NNW,W,26,37
3/4/2009,Bendigo,W,59,WNW,WNW,20,31
3/4/2009,Sale,WNW,80,WNW,WNW,37,46
3/4/2009,MelbourneAirport,W,63,NW,W,15,44
3/4/2009,Melbourne,W,63,NW,W,15,44
3/4/2009,Mildura,WSW,57,WNW,WSW,19,30
3/4/2009,Portland,W,87,W,WSW,48,43
3/4/2009,Watsonia,W,57,NW,NW,17,20
3/4/2009,Brisbane,ENE,30,NE,NE,11,13
3/4/2009,Cairns,SE,43,SSE,SE,20,28
3/4/2009,GoldCoast,NNE,44,N,NNE,11,35
3/4/2009,Townsville,ENE,37,SE,ENE,7,31
3/4/2009,Adelaide,WSW,59,WSW,WSW,24,31
3/4/2009,MountGambier,W,72,W,WSW,31,43
3/4/2009,Nuriootpa,WSW,72,W,WSW,35,41
3/4/2009,Woomera,S,56,SSW,SSW,22,26
3/4/2009,Albany,NA,NA,NE,ESE,2,31
3/4/2009,Witchcliffe,SSE,37,ESE,ESE,7,13
3/4/2009,PearceRAAF,E,46,ENE,E,19,28
3/4/2009,PerthAirport,ESE,52,ENE,E,28,28
3/4/2009,Perth,ENE,39,E,E,17,13
3/4/2009,SalmonGums,SE,39,ESE,ESE,15,19
3/4/2009,Walpole,SE,43,ENE,SE,11,24
3/4/2009,Hobart,NW,89,NW,NW,43,50
3/4/2009,Launceston,NW,61,NW,NW,30,30
3/4/2009,AliceSprings,SSE,54,SE,SE,30,28
3/4/2009,Darwin,ESE,30,WSW,E,6,11
3/5/2009,Albury,SW,50,WSW,W,19,33
3/5/2009,BadgerysCreek,SW,43,SW,S,22,17
3/5/2009,Cobar,SSW,46,SSW,SSW,20,17
3/5/2009,CoffsHarbour,SW,33,SW,ESE,17,17
3/5/2009,Moree,SW,57,SSW,SW,26,28
3/5/2009,Newcastle,NA,NA,NW,SE,4,9
3/5/2009,NorahHead,SSE,33,WSW,SSE,11,26
3/5/2009,NorfolkIsland,W,31,WNW,WNW,19,20
3/5/2009,Penrith,ENE,31,SW,SE,11,20
3/5/2009,Richmond,ESE,43,WSW,SW,13,7
3/5/2009,Sydney,NA,NA,W,SE,30,20
3/5/2009,SydneyAirport,NA,NA,WSW,SSE,35,24
3/5/2009,WaggaWagga,SW,57,SW,WSW,35,31
3/5/2009,Williamtown,W,48,WNW,SE,30,20
3/5/2009,Wollongong,W,50,W,SE,22,26
3/5/2009,Canberra,WNW,46,WNW,NW,24,20
3/5/2009,Tuggeranong,WSW,35,WNW,WSW,13,17
3/5/2009,MountGinini,NA,NA,NA,WSW,NA,20
3/5/2009,Ballarat,WSW,44,SW,SW,17,24
3/5/2009,Bendigo,WSW,52,SW,SW,17,22
3/5/2009,Sale,WSW,54,W,WSW,28,31
3/5/2009,MelbourneAirport,SW,52,SW,S,28,30
3/5/2009,Melbourne,SW,52,SW,S,28,30
3/5/2009,Mildura,SW,43,SSW,SSW,17,22
3/5/2009,Portland,SW,50,SSW,SSW,17,17
3/5/2009,Watsonia,WSW,50,SW,SSW,9,24
3/5/2009,Dartmoor,SW,48,NA,NA,NA,NA
3/5/2009,Brisbane,WSW,39,WSW,WSW,15,7
3/5/2009,Cairns,SE,43,SSE,ESE,17,31
3/5/2009,GoldCoast,SSE,37,WNW,ESE,9,19
3/5/2009,Townsville,ENE,37,ENE,ENE,11,28
3/5/2009,Adelaide,SW,37,S,WSW,11,19
3/5/2009,MountGambier,SW,52,SW,S,28,28
3/5/2009,Nuriootpa,SW,37,SW,SW,13,19
3/5/2009,Woomera,S,46,S,S,22,20
3/5/2009,Albany,NA,NA,NE,ESE,9,26
3/5/2009,Witchcliffe,SE,30,SE,W,7,17
3/5/2009,PearceRAAF,E,35,NE,ENE,15,13
3/5/2009,PerthAirport,NE,39,ENE,N,24,6
3/5/2009,Perth,NE,35,ENE,SE,11,9
3/5/2009,SalmonGums,SSE,30,ENE,SE,19,15
3/5/2009,Walpole,NE,33,NE,S,17,15
3/5/2009,Hobart,SSW,61,SW,S,22,31
3/5/2009,Launceston,SSE,44,SSE,SSE,13,24
3/5/2009,AliceSprings,SE,48,SE,SE,28,24
3/5/2009,Darwin,WNW,28,E,N,6,19
3/6/2009,Albury,WSW,30,NA,WNW,0,13
3/6/2009,BadgerysCreek,E,35,SW,NE,9,9
3/6/2009,Cobar,WSW,41,SSW,WSW,11,9
3/6/2009,CoffsHarbour,ENE,35,SSW,NE,6,26
3/6/2009,Moree,WSW,31,S,WSW,4,15
3/6/2009,Newcastle,NA,NA,NA,NA,0,0
3/6/2009,NorahHead,NNE,43,W,ENE,9,19
3/6/2009,NorfolkIsland,NW,31,NW,WNW,13,13
3/6/2009,Penrith,SE,46,NA,NE,0,15
3/6/2009,Richmond,ENE,31,NA,E,0,13
3/6/2009,Sydney,NA,NA,W,ESE,15,19
3/6/2009,SydneyAirport,ENE,43,NW,ESE,11,20
3/6/2009,WaggaWagga,WSW,31,E,WNW,4,9
3/6/2009,Williamtown,NA,NA,WNW,SE,13,20
3/6/2009,Wollongong,NE,30,SSE,ENE,13,15
3/6/2009,Canberra,N,39,SE,NW,9,19
3/6/2009,Tuggeranong,N,39,SSW,N,13,19
3/6/2009,MountGinini,NA,NA,NA,W,NA,13
3/6/2009,Ballarat,NA,NA,SW,WSW,15,17
3/6/2009,Bendigo,W,35,SSW,SSW,15,13
3/6/2009,Sale,WNW,48,WNW,W,22,30
3/6/2009,MelbourneAirport,SW,39,WSW,SSW,19,15
3/6/2009,Melbourne,SW,39,WSW,SSW,19,15
3/6/2009,Mildura,S,28,SSW,SW,13,15
3/6/2009,Portland,W,28,SW,W,7,17
3/6/2009,Watsonia,SSW,33,NA,SSW,0,19
3/6/2009,Dartmoor,W,26,NA,W,0,19
3/6/2009,Brisbane,ENE,26,SSE,ENE,7,15
3/6/2009,Cairns,SSE,48,SSE,SSE,20,31
3/6/2009,GoldCoast,NE,30,SE,NE,11,22
3/6/2009,Townsville,E,48,SE,E,15,31
3/6/2009,Adelaide,WSW,26,NE,SSW,2,6
3/6/2009,MountGambier,WSW,26,WSW,WSW,9,13
3/6/2009,Nuriootpa,SW,26,SW,SSW,2,9
3/6/2009,Woomera,SSW,44,SE,SSW,22,13
3/6/2009,Albany,NA,NA,NA,SSE,0,26
3/6/2009,Witchcliffe,SSE,54,SE,SSE,20,28
3/6/2009,PearceRAAF,E,59,E,SSW,9,22
3/6/2009,PerthAirport,E,72,ENE,W,13,24
3/6/2009,Perth,SW,41,ESE,SW,9,17
3/6/2009,SalmonGums,S,46,NNW,S,13,24
3/6/2009,Walpole,SE,44,SE,SE,13,28
3/6/2009,Hobart,SW,52,SSW,SW,11,20
3/6/2009,Launceston,NW,30,NNW,ESE,6,11
3/6/2009,AliceSprings,SE,48,ESE,SE,19,20
3/6/2009,Darwin,SSE,33,S,S,17,17
3/7/2009,Albury,W,37,S,W,4,20
3/7/2009,BadgerysCreek,SE,30,SW,E,11,13
3/7/2009,Cobar,SW,26,ESE,NE,11,7
3/7/2009,CoffsHarbour,NNE,52,SSE,NNE,9,33
3/7/2009,Moree,ENE,28,ENE,N,17,9
3/7/2009,Newcastle,NA,NA,NA,SE,0,4
3/7/2009,NorahHead,NNE,35,WSW,SSE,9,22
3/7/2009,NorfolkIsland,SSE,37,S,SSE,11,24
3/7/2009,Penrith,ESE,24,SSW,NNW,2,9
3/7/2009,Richmond,E,24,NA,NNE,0,6
3/7/2009,Sydney,NA,NA,SW,ESE,11,19
3/7/2009,SydneyAirport,SSW,30,SSW,SE,19,24
3/7/2009,WaggaWagga,WSW,30,ESE,SW,6,19
3/7/2009,Williamtown,SE,30,WNW,SSE,19,15
3/7/2009,Wollongong,SSW,22,SSW,ESE,13,13
3/7/2009,Canberra,NW,41,NA,NW,NA,15
3/7/2009,Tuggeranong,N,33,SW,NNE,4,15
3/7/2009,MountGinini,NA,NA,WSW,WSW,15,15
3/7/2009,Ballarat,SW,30,SW,SSW,17,22
3/7/2009,Bendigo,WSW,35,SSW,SW,13,13
3/7/2009,Sale,WSW,54,NW,WSW,11,31
3/7/2009,MelbourneAirport,SW,33,W,SSE,13,26
3/7/2009,Melbourne,SW,33,W,SSE,13,26
3/7/2009,Mildura,S,28,SSE,ESE,13,6
3/7/2009,Portland,SSW,28,SSW,SSW,9,15
3/7/2009,Watsonia,SSW,30,WNW,SSW,11,13
3/7/2009,Dartmoor,SSW,41,WNW,SSW,9,24
3/7/2009,Brisbane,NE,28,W,NE,9,17
