date,location,windgustdir,windgustspeed,winddir9am,winddir3pm,windspeed9am,windspeed3pm
5/6/2010,MountGinini,WSW,57,WSW,WSW,30,33
5/6/2010,Ballarat,W,39,SW,SW,15,13
5/6/2010,Bendigo,NW,24,NW,W,13,9
5/6/2010,Sale,WSW,50,W,W,30,33
5/6/2010,MelbourneAirport,N,31,NW,WSW,13,19
5/6/2010,Melbourne,N,31,NW,WSW,13,19
5/6/2010,Mildura,W,26,W,WSW,15,13
5/6/2010,Portland,W,48,WSW,WNW,13,24
5/6/2010,Watsonia,N,28,NW,SSW,9,13
5/6/2010,Dartmoor,WNW,33,WNW,WNW,7,20
5/6/2010,Cairns,SE,48,SSE,ESE,19,28
5/6/2010,Townsville,ESE,44,NW,ENE,4,24
5/6/2010,Adelaide,W,24,N,W,7,13
5/6/2010,MountGambier,WSW,37,WNW,W,11,20
5/6/2010,Nuriootpa,WNW,30,W,W,15,17
5/6/2010,Woomera,SSE,19,SSE,WSW,11,4
5/6/2010,Albany,NA,NA,WSW,WSW,15,11
5/6/2010,Witchcliffe,SSW,30,NA,SSW,0,15
5/6/2010,PearceRAAF,SSW,31,SSE,S,6,22
5/6/2010,PerthAirport,SSW,33,NE,SSW,9,24
5/6/2010,Perth,SSW,24,NA,SSW,0,15
5/6/2010,SalmonGums,S,30,NNW,WSW,15,9
5/6/2010,Walpole,SSW,28,NA,SSW,0,13
5/6/2010,Hobart,NW,61,NNW,NW,19,15
5/6/2010,Launceston,NNW,30,NNW,NNW,4,15
5/6/2010,AliceSprings,ESE,31,E,SE,11,17
5/6/2010,Darwin,E,57,ESE,E,24,30
5/7/2010,Albury,W,20,S,WNW,2,6
5/7/2010,BadgerysCreek,WSW,28,NA,NA,NA,NA
5/7/2010,Cobar,SW,44,S,S,7,13
5/7/2010,CoffsHarbour,SW,33,WSW,S,17,17
5/7/2010,Moree,WSW,24,NE,WSW,9,9
5/7/2010,Newcastle,NA,NA,NA,NA,NA,NA
5/7/2010,NorahHead,WSW,22,SW,SE,7,11
5/7/2010,NorfolkIsland,NNE,83,NE,NNE,43,33
5/7/2010,Penrith,N,15,ESE,NW,6,7
5/7/2010,Richmond,E,15,E,NE,7,6
5/7/2010,Sydney,NA,NA,W,WSW,20,6
5/7/2010,SydneyAirport,WNW,31,WNW,NW,17,13
5/7/2010,WaggaWagga,SW,30,ENE,WSW,7,13
5/7/2010,Williamtown,WNW,31,WNW,ESE,15,13
5/7/2010,Wollongong,NE,24,WSW,NW,13,20
5/7/2010,Canberra,NW,22,WNW,NW,2,13
5/7/2010,Tuggeranong,NW,15,SSW,NNW,6,4
5/7/2010,MountGinini,SW,46,SSW,SW,26,28
5/7/2010,Ballarat,NNW,39,N,NW,24,26
5/7/2010,Bendigo,NNW,28,NA,W,0,13
5/7/2010,Sale,NW,50,SSW,WNW,7,15
5/7/2010,MelbourneAirport,N,41,N,NW,24,22
5/7/2010,Melbourne,N,41,N,NW,24,22
5/7/2010,Mildura,WNW,30,NW,W,4,15
5/7/2010,Portland,WNW,56,WNW,W,31,15
5/7/2010,Watsonia,NNW,39,N,N,20,20
5/7/2010,Dartmoor,NNW,39,NW,WSW,24,17
5/7/2010,Brisbane,WSW,20,SW,SSE,7,6
5/7/2010,Cairns,SE,54,SE,ESE,35,30
5/7/2010,GoldCoast,S,39,SSW,SSE,19,15
5/7/2010,Townsville,SE,41,SE,ENE,22,26
5/7/2010,Adelaide,WNW,28,N,WNW,9,13
5/7/2010,MountGambier,WNW,41,WNW,W,24,19
5/7/2010,Nuriootpa,NW,31,WNW,WSW,15,15
5/7/2010,Woomera,S,28,ENE,WSW,4,7
5/7/2010,Albany,NA,NA,NNW,S,4,9
5/7/2010,Witchcliffe,S,19,NA,S,0,9
5/7/2010,PearceRAAF,ENE,28,ESE,NE,13,9
5/7/2010,PerthAirport,ENE,33,ENE,SW,26,13
5/7/2010,Perth,SSW,22,ENE,SW,9,13
5/7/2010,SalmonGums,SSE,19,SSE,SE,2,7
5/7/2010,Walpole,S,17,NA,SSE,0,7
5/7/2010,Hobart,W,70,NE,WSW,11,19
5/7/2010,Launceston,NNW,50,NW,WNW,26,13
5/7/2010,AliceSprings,ESE,37,NA,ESE,0,20
5/7/2010,Darwin,ESE,48,SE,E,22,28
5/8/2010,Albury,SSE,13,NA,NA,0,0
5/8/2010,Cobar,SW,44,S,S,6,13
5/8/2010,CoffsHarbour,SW,33,SW,S,17,20
5/8/2010,Moree,NE,19,ENE,NNW,7,7
5/8/2010,Newcastle,NA,NA,NA,NA,NA,NA
5/8/2010,NorahHead,WSW,24,WSW,SSE,15,11
5/8/2010,NorfolkIsland,W,72,WNW,WNW,41,43
5/8/2010,Penrith,NNE,15,NNW,NW,2,9
5/8/2010,Richmond,NE,19,NA,NE,0,4
5/8/2010,Sydney,NA,NA,W,E,20,11
5/8/2010,SydneyAirport,WNW,24,NW,SSE,15,4
5/8/2010,WaggaWagga,SW,24,NA,WNW,0,11
5/8/2010,Williamtown,WNW,26,WNW,N,17,7
5/8/2010,Wollongong,WNW,19,NW,NNE,7,13
5/8/2010,Canberra,N,20,SSE,NNW,6,11
5/8/2010,Tuggeranong,NNE,20,NA,N,0,11
5/8/2010,MountGinini,S,43,SSW,WSW,20,19
5/8/2010,Ballarat,NNW,26,NNW,NNW,7,17
5/8/2010,Bendigo,WNW,20,SSE,WNW,6,11
5/8/2010,Sale,WSW,33,SW,W,17,20
5/8/2010,MelbourneAirport,N,31,NA,S,0,7
5/8/2010,Melbourne,N,31,NA,S,0,7
5/8/2010,Mildura,SSW,19,NA,SW,0,9
5/8/2010,Portland,WNW,39,NW,WNW,13,22
5/8/2010,Watsonia,SSW,24,NW,NW,4,7
5/8/2010,Dartmoor,NW,35,NNW,WNW,11,19
5/8/2010,Brisbane,SE,24,SW,E,7,9
5/8/2010,Cairns,SE,48,S,SE,17,35
5/8/2010,GoldCoast,SSE,48,S,SSE,17,39
5/8/2010,Townsville,E,46,SW,ENE,9,31
5/8/2010,Adelaide,WNW,20,N,NW,7,9
5/8/2010,MountGambier,WNW,33,N,WNW,13,19
5/8/2010,Nuriootpa,W,22,NNE,WNW,6,7
5/8/2010,Woomera,ENE,22,E,NNW,7,6
5/8/2010,Albany,NA,NA,N,SW,2,19
5/8/2010,Witchcliffe,SSE,33,S,S,7,17
5/8/2010,PearceRAAF,NW,33,NA,W,0,17
5/8/2010,PerthAirport,ENE,28,NE,SW,13,17
5/8/2010,Perth,SW,20,NA,WSW,0,9
5/8/2010,SalmonGums,N,35,NNW,WNW,20,15
5/8/2010,Walpole,SSW,26,NW,SW,7,11
5/8/2010,Hobart,NW,52,NNW,NW,24,30
5/8/2010,Launceston,NW,33,NNW,N,2,13
5/8/2010,AliceSprings,E,35,NNE,E,2,19
5/8/2010,Darwin,E,52,ESE,E,19,22
5/9/2010,Albury,ENE,17,E,SSE,7,4
5/9/2010,BadgerysCreek,NNE,24,NA,NNE,NA,15
5/9/2010,Cobar,SW,44,SE,SSE,6,6
5/9/2010,CoffsHarbour,SE,28,SW,SE,15,17
5/9/2010,Moree,ENE,28,ENE,S,15,6
5/9/2010,Newcastle,NA,NA,NA,NA,NA,NA
5/9/2010,NorfolkIsland,WSW,69,WSW,WSW,39,39
5/9/2010,Penrith,NNE,20,N,NA,4,NA
5/9/2010,Richmond,ENE,20,NA,NE,0,13
5/9/2010,Sydney,NA,NA,NA,E,NA,17
5/9/2010,SydneyAirport,ENE,28,NW,ESE,17,13
5/9/2010,WaggaWagga,SW,17,ESE,W,9,7
5/9/2010,Williamtown,SE,28,NW,ESE,17,19
5/9/2010,Wollongong,ENE,35,NW,NA,17,NA
5/9/2010,Canberra,NNW,24,SE,NNW,4,13
5/9/2010,Tuggeranong,NNE,22,NA,NNW,0,11
5/9/2010,MountGinini,NE,22,NNW,WNW,11,11
5/9/2010,Ballarat,NW,41,N,NW,22,24
5/9/2010,Bendigo,NNW,28,ESE,NW,2,17
5/9/2010,Sale,WNW,44,NW,WNW,11,19
5/9/2010,MelbourneAirport,N,41,N,WNW,26,24
5/9/2010,Melbourne,N,41,N,WNW,26,24
5/9/2010,Mildura,N,24,N,NNW,15,11
5/9/2010,Portland,NNW,35,NNW,WNW,17,17
5/9/2010,Watsonia,N,37,N,N,13,19
5/9/2010,Dartmoor,NW,33,NNW,NW,19,19
5/9/2010,Brisbane,SSE,22,SSW,SE,4,7
5/9/2010,Cairns,NA,NA,SSE,SE,19,24
5/9/2010,GoldCoast,SSE,48,S,SSE,19,30
5/9/2010,Townsville,SE,41,SSW,SE,9,22
5/9/2010,Adelaide,W,30,NE,NW,9,15
5/9/2010,MountGambier,NNW,37,NNW,NW,15,17
5/9/2010,Nuriootpa,NNW,31,NE,WNW,7,13
5/9/2010,Woomera,ENE,20,N,ENE,7,4
5/9/2010,Albany,NA,NA,NA,WSW,0,31
5/9/2010,Witchcliffe,S,39,S,SSW,13,19
5/9/2010,PearceRAAF,SSW,43,SSW,SSW,2,28
5/9/2010,PerthAirport,SSW,43,ENE,SSW,6,30
5/9/2010,Perth,SW,43,SSE,SW,9,24
5/9/2010,SalmonGums,SSW,44,NE,SW,9,20
5/9/2010,Walpole,SW,41,WSW,SW,9,19
5/9/2010,Hobart,NW,57,NNW,NW,6,22
5/9/2010,Launceston,NNW,41,NNW,NNW,19,17
5/9/2010,AliceSprings,E,33,ENE,E,4,15
5/9/2010,Darwin,E,43,ESE,ENE,28,20
5/10/2010,Albury,ENE,17,S,NE,2,9
5/10/2010,BadgerysCreek,N,24,SW,NNE,4,9
5/10/2010,Cobar,WNW,30,NE,NNW,15,20
5/10/2010,CoffsHarbour,SE,22,SW,E,11,13
5/10/2010,Moree,E,28,NE,N,17,6
5/10/2010,Newcastle,NA,NA,NA,NA,NA,NA
5/10/2010,NorahHead,NNE,37,WSW,NE,4,22
5/10/2010,NorfolkIsland,SW,80,SW,SW,43,44
5/10/2010,Penrith,NNE,20,N,NE,4,13
5/10/2010,Richmond,NNE,24,NA,NE,0,15
5/10/2010,Sydney,NA,NA,W,NE,13,19
5/10/2010,SydneyAirport,NE,35,NW,NE,15,26
5/10/2010,WaggaWagga,N,17,ENE,WNW,7,9
5/10/2010,Williamtown,ESE,22,NW,ESE,11,19
5/10/2010,Wollongong,NNE,43,WNW,NE,7,33
5/10/2010,Canberra,NA,NA,NNW,NW,4,26
5/10/2010,MountGinini,NW,43,NW,NA,22,NA
5/10/2010,Ballarat,NNW,61,N,NNW,30,39
5/10/2010,Bendigo,N,43,E,N,4,24
5/10/2010,Sale,NA,NA,NW,NW,9,24
5/10/2010,MelbourneAirport,N,54,N,N,31,31
5/10/2010,Melbourne,N,54,N,N,31,31
5/10/2010,Mildura,N,39,NNE,NNW,15,20
5/10/2010,Portland,NNW,52,N,NNW,22,26
5/10/2010,Watsonia,ENE,50,NNE,N,13,24
5/10/2010,Dartmoor,WNW,57,N,NNW,24,33
5/10/2010,Brisbane,SSE,19,SW,NE,6,6
5/10/2010,Cairns,SE,37,SSE,ESE,17,22
5/10/2010,GoldCoast,SSE,41,SE,SE,24,19
5/10/2010,Townsville,ENE,41,SE,E,17,22
5/10/2010,Adelaide,NNW,46,NNE,WNW,9,20
5/10/2010,MountGambier,NNW,54,N,NNW,26,31
5/10/2010,Nuriootpa,NW,50,NNE,NW,9,26
5/10/2010,Woomera,SW,41,N,WNW,11,17
5/10/2010,Albany,NA,NA,S,SE,17,15
5/10/2010,Witchcliffe,SSE,30,ESE,SE,9,17
5/10/2010,PearceRAAF,SE,33,WSW,SE,2,19
5/10/2010,PerthAirport,E,39,ESE,ESE,20,22
5/10/2010,Perth,ESE,31,SE,SE,7,13
5/10/2010,SalmonGums,S,46,S,S,15,28
5/10/2010,Walpole,S,30,SSE,SSE,11,11
5/10/2010,Hobart,NNW,72,NW,NNW,19,37
5/10/2010,Launceston,N,59,NNW,NNW,15,17
5/10/2010,AliceSprings,WNW,28,ESE,ESE,2,11
5/10/2010,Darwin,E,28,SE,E,17,13
5/11/2010,Albury,WSW,43,WNW,WSW,9,20
5/11/2010,BadgerysCreek,SW,52,NA,W,0,28
5/11/2010,Cobar,SW,37,WSW,SW,9,17
5/11/2010,CoffsHarbour,NW,30,NW,NNW,13,20
5/11/2010,Moree,WNW,35,N,SW,15,17
5/11/2010,Newcastle,NA,NA,NW,NW,6,11
5/11/2010,NorahHead,WNW,46,NW,WNW,13,20
5/11/2010,NorfolkIsland,SSW,54,SSW,SW,22,24
5/11/2010,Penrith,W,57,NA,NW,0,30
5/11/2010,Richmond,WSW,50,NA,WSW,0,28
5/11/2010,Sydney,NA,NA,W,W,11,30
5/11/2010,SydneyAirport,WSW,65,NW,WNW,13,31
5/11/2010,WaggaWagga,WSW,46,WNW,SW,4,30
5/11/2010,Williamtown,WNW,50,NW,WNW,15,33
5/11/2010,Wollongong,SW,48,N,WNW,22,24
5/11/2010,Canberra,NW,52,NNW,WNW,19,30
5/11/2010,Tuggeranong,NW,46,NA,NW,NA,24
5/11/2010,MountGinini,WNW,63,WNW,W,30,22
5/11/2010,Ballarat,W,48,W,W,20,28
5/11/2010,Bendigo,SW,44,W,SW,15,24
5/11/2010,Sale,W,59,WSW,W,17,31
5/11/2010,MelbourneAirport,WSW,61,W,W,17,31
5/11/2010,Melbourne,WSW,61,W,W,17,31
5/11/2010,Mildura,SW,41,WSW,SW,17,20
5/11/2010,Portland,WSW,52,W,WSW,26,30
5/11/2010,Watsonia,W,54,NE,WSW,2,20
5/11/2010,Dartmoor,WSW,52,WNW,SSW,13,24
5/11/2010,Brisbane,WSW,30,SW,NE,2,4
5/11/2010,Cairns,SSE,35,SSE,ESE,17,20
5/11/2010,GoldCoast,NW,30,WNW,NE,7,13
5/11/2010,Townsville,ENE,33,SE,NE,11,20
5/11/2010,Adelaide,SW,48,SW,SSW,22,20
5/11/2010,MountGambier,WSW,59,W,WSW,17,26
5/11/2010,Nuriootpa,SW,48,WSW,WSW,20,26
5/11/2010,Woomera,SSW,50,S,SSW,20,28
5/11/2010,Albany,NA,NA,N,NE,7,11
5/11/2010,Witchcliffe,NNE,24,ENE,ESE,6,7
5/11/2010,PearceRAAF,ENE,54,ENE,ENE,35,17
5/11/2010,PerthAirport,E,52,NE,NE,22,17
5/11/2010,Perth,NE,31,ENE,ENE,13,11
5/11/2010,SalmonGums,E,35,ENE,NE,15,9
5/11/2010,Walpole,NE,31,NE,NE,13,11
5/11/2010,Hobart,WSW,57,N,NW,19,24
5/11/2010,Launceston,WNW,59,NNW,WNW,9,20
5/11/2010,AliceSprings,SE,46,NA,SSE,0,22
5/11/2010,Darwin,E,37,ESE,ENE,19,19
5/12/2010,Albury,W,28,ESE,W,7,13
5/12/2010,BadgerysCreek,W,46,SW,S,24,19
5/12/2010,Cobar,SSW,31,S,S,9,13
5/12/2010,CoffsHarbour,S,44,SSW,SSE,31,19
5/12/2010,Moree,SSW,52,SSW,SW,41,33
5/12/2010,Newcastle,NA,NA,SW,SW,4,4
5/12/2010,NorahHead,S,44,WSW,S,11,31
5/12/2010,NorfolkIsland,WSW,39,W,WSW,20,26
5/12/2010,Penrith,SSW,37,SSW,SSW,11,15
5/12/2010,Richmond,S,35,NA,SSE,0,17
5/12/2010,Sydney,NA,NA,WSW,S,28,26
5/12/2010,SydneyAirport,SW,46,WSW,S,24,28
5/12/2010,WaggaWagga,SW,30,W,SSW,11,15
5/12/2010,Williamtown,W,41,W,SW,20,17
5/12/2010,Wollongong,SSW,50,SW,SSW,22,17
5/12/2010,Canberra,NNW,30,N,NW,6,19
5/12/2010,Tuggeranong,S,28,WSW,W,6,13
5/12/2010,MountGinini,SW,50,SSW,SSW,26,13
5/12/2010,Ballarat,WSW,30,SW,SW,9,11
5/12/2010,Bendigo,SW,37,SSW,SSW,7,19
5/12/2010,Sale,W,41,W,W,30,26
5/12/2010,MelbourneAirport,SW,33,W,SSW,22,19
5/12/2010,Melbourne,SW,33,W,SSW,22,19
5/12/2010,Mildura,SE,30,S,SSE,9,15
5/12/2010,Portland,SSW,35,SW,SW,15,11
5/12/2010,Watsonia,S,31,W,SW,11,19
5/12/2010,Dartmoor,WSW,33,N,SW,4,13
5/12/2010,Brisbane,W,33,SW,WSW,6,11
5/12/2010,Cairns,SSE,41,S,SE,13,20
5/12/2010,GoldCoast,SSE,43,W,SE,13,31
5/12/2010,Townsville,ENE,33,SSW,SE,9,11
5/12/2010,Adelaide,SW,19,NNE,SE,9,7
5/12/2010,MountGambier,SW,33,W,WSW,9,19
5/12/2010,Nuriootpa,SE,24,N,E,2,7
5/12/2010,Woomera,E,28,ESE,SE,15,9
5/12/2010,Albany,NA,NA,NNW,SW,19,17
5/12/2010,Witchcliffe,SSW,31,N,NW,7,11
5/12/2010,PearceRAAF,W,39,N,W,20,20
5/12/2010,PerthAirport,NE,37,N,WSW,11,20
5/12/2010,Perth,WSW,26,N,WNW,7,13
5/12/2010,SalmonGums,N,41,N,N,24,20
5/12/2010,Walpole,WNW,43,NW,NW,19,19
5/12/2010,Hobart,SW,50,NW,NNW,17,6
5/12/2010,Launceston,WNW,20,NA,NW,0,11
5/12/2010,AliceSprings,SE,37,ESE,SE,22,17
5/12/2010,Darwin,ESE,35,E,E,19,17
5/13/2010,Albury,W,30,NA,W,0,20
5/13/2010,BadgerysCreek,SW,43,N,SW,2,19
5/13/2010,Cobar,S,26,S,S,9,11
5/13/2010,CoffsHarbour,SW,30,WSW,WSW,9,9
5/13/2010,Moree,NA,NA,S,SW,11,22
5/13/2010,Newcastle,NA,NA,NW,SW,6,6
5/13/2010,NorahHead,S,31,W,S,11,20
5/13/2010,NorfolkIsland,WSW,44,NW,W,19,15
5/13/2010,Penrith,WSW,33,NNW,WSW,4,15
5/13/2010,Richmond,SSW,37,NE,SSW,4,19
5/13/2010,Sydney,NA,NA,W,S,24,17
5/13/2010,SydneyAirport,SSW,54,W,SSW,30,30
5/13/2010,WaggaWagga,SW,30,NNW,WSW,6,19
5/13/2010,Williamtown,WNW,46,WNW,SW,33,17
5/13/2010,Wollongong,S,57,WSW,NA,17,NA
5/13/2010,Canberra,SSE,31,SW,NW,4,15
5/13/2010,Tuggeranong,SSE,24,SW,NW,2,13
5/13/2010,MountGinini,S,65,S,NA,39,0
5/13/2010,Ballarat,SSW,26,SW,SSW,13,13
5/13/2010,Bendigo,SW,28,SW,SW,13,17
5/13/2010,Sale,SW,41,W,S,22,17
5/13/2010,MelbourneAirport,SW,33,WSW,SW,20,17
5/13/2010,Melbourne,SW,33,WSW,SW,20,17
5/13/2010,Mildura,ESE,22,SSE,SE,6,4
5/13/2010,Portland,W,19,NNW,S,7,4
5/13/2010,Watsonia,SW,28,SW,SW,7,17
5/13/2010,Dartmoor,NW,17,NA,SSW,0,7
5/13/2010,Brisbane,WNW,24,SSW,WNW,6,9
5/13/2010,Cairns,SSE,43,SSE,SSE,15,17
5/13/2010,GoldCoast,S,35,S,WNW,13,13
5/13/2010,Townsville,ENE,41,N,ENE,2,30
5/13/2010,Adelaide,NNW,24,NE,N,9,9
5/13/2010,MountGambier,NNW,15,NA,NA,0,0
5/13/2010,Nuriootpa,NE,26,NNE,ENE,7,11
5/13/2010,Woomera,NE,33,NE,N,9,13
5/13/2010,Albany,NA,NA,S,SSE,22,30
5/13/2010,Witchcliffe,SSE,39,ESE,SSE,2,20
5/13/2010,PearceRAAF,S,41,NE,S,7,30
5/13/2010,PerthAirport,W,56,SSW,SSE,15,24
5/13/2010,Perth,SW,43,SSW,SSW,11,15
5/13/2010,SalmonGums,W,46,N,SSE,13,19
5/13/2010,Walpole,SSW,39,NNW,S,4,24
5/13/2010,Hobart,SSE,26,N,SE,9,17
5/13/2010,Launceston,SE,31,SSE,S,9,4
5/13/2010,AliceSprings,E,31,E,ESE,15,13
5/13/2010,Darwin,E,44,ESE,E,24,20
5/14/2010,Albury,SE,15,E,SE,7,7
5/14/2010,BadgerysCreek,SSW,37,WSW,SW,13,19
5/14/2010,Cobar,SW,26,S,SSW,6,11
5/14/2010,CoffsHarbour,WSW,31,WSW,S,15,15
5/14/2010,Moree,SW,35,SSW,SW,6,17
5/14/2010,Newcastle,NA,NA,SW,SW,2,6
5/14/2010,NorahHead,S,41,SW,SSW,11,15
5/14/2010,NorfolkIsland,WNW,56,WNW,NW,22,24
5/14/2010,Penrith,SSW,33,NA,S,0,15
5/14/2010,Richmond,S,33,NA,S,0,15
5/14/2010,Sydney,NA,NA,W,SW,19,22
5/14/2010,SydneyAirport,SW,52,W,SW,20,31
5/14/2010,WaggaWagga,WNW,24,ESE,WSW,4,13
5/14/2010,Williamtown,SW,39,WNW,SW,20,26
5/14/2010,Wollongong,S,54,SW,S,20,31
5/14/2010,Canberra,WNW,22,NA,W,0,7
5/14/2010,Tuggeranong,NNE,31,W,NNW,7,13
5/14/2010,MountGinini,SSW,57,SSW,NA,30,NA
5/14/2010,Ballarat,S,22,SSE,SSE,11,13
5/14/2010,Bendigo,S,22,SSE,S,13,13
5/14/2010,Sale,W,35,WNW,WSW,19,15
5/14/2010,MelbourneAirport,SSW,24,SW,S,9,11
5/14/2010,Melbourne,SSW,24,SW,S,9,11
5/14/2010,Mildura,S,17,NA,NNE,0,6
5/14/2010,Portland,N,17,N,NW,9,6
5/14/2010,Watsonia,SSW,20,WSW,SW,2,9
5/14/2010,Dartmoor,NNW,15,NA,ENE,0,2
5/14/2010,Brisbane,WSW,20,WSW,SSW,6,4
5/14/2010,Cairns,SE,37,SSE,SE,15,26
5/14/2010,GoldCoast,ESE,24,WNW,ESE,15,17
5/14/2010,Townsville,NE,37,SE,NE,19,28
5/14/2010,Adelaide,NW,24,NNE,W,9,11
5/14/2010,MountGambier,NNW,24,NE,NNW,9,11
5/14/2010,Nuriootpa,NNW,44,NE,NNE,7,9
5/14/2010,Woomera,NE,33,ENE,N,15,13
5/14/2010,Albany,NA,NA,S,S,26,19
5/14/2010,Witchcliffe,S,37,S,SSE,13,20
5/14/2010,PearceRAAF,SSW,37,NNW,SSW,7,22
5/14/2010,PerthAirport,SSW,39,N,S,6,20
5/14/2010,Perth,S,37,SW,S,2,11
5/14/2010,SalmonGums,SSW,56,S,SSW,11,22
5/14/2010,Walpole,SSW,39,S,SSW,15,17
5/14/2010,Hobart,SSW,26,NW,N,15,6
5/14/2010,Launceston,SE,17,NA,S,0,6
5/14/2010,AliceSprings,NNE,28,ENE,N,6,17
5/14/2010,Darwin,ENE,44,ESE,NE,24,17
5/15/2010,Albury,SE,13,NA,ENE,0,2
5/15/2010,Cobar,SW,20,ESE,SSE,6,7
5/15/2010,CoffsHarbour,S,35,WSW,S,13,19
5/15/2010,Moree,SW,28,ENE,SSW,9,15
5/15/2010,Newcastle,NA,NA,NA,SE,0,9
5/15/2010,NorahHead,S,41,SW,SSW,13,28
5/15/2010,NorfolkIsland,W,56,W,W,20,33
5/15/2010,Penrith,SSE,20,NNE,SSE,6,9
5/15/2010,Richmond,NW,46,NE,WSW,6,9
5/15/2010,Sydney,NA,NA,W,S,20,24
5/15/2010,SydneyAirport,SSW,56,WNW,S,13,31
5/15/2010,WaggaWagga,ENE,15,E,ESE,9,4
5/15/2010,Williamtown,S,35,WNW,S,17,24
5/15/2010,Wollongong,S,41,S,SSE,26,22
5/15/2010,Canberra,ESE,15,NW,N,6,7
5/15/2010,Tuggeranong,S,20,WNW,NW,6,6
5/15/2010,MountGinini,SSW,30,SSW,NW,15,11
5/15/2010,Ballarat,SE,26,SSE,NA,9,0
5/15/2010,Bendigo,SSE,22,SSE,NA,9,0
5/15/2010,Sale,NW,26,NW,NW,11,15
5/15/2010,MelbourneAirport,SSE,19,NNW,SSE,4,6
5/15/2010,Melbourne,SSE,19,NNW,SSE,4,6
5/15/2010,Mildura,N,20,ESE,N,6,13
5/15/2010,Portland,NNE,19,NNW,N,9,6
5/15/2010,Watsonia,SSW,19,ENE,SW,7,7
5/15/2010,Dartmoor,N,24,NA,N,0,6
5/15/2010,Brisbane,WSW,19,SW,SW,7,4
5/15/2010,Cairns,SE,33,S,ESE,15,20
5/15/2010,GoldCoast,SSE,35,W,ESE,9,17
5/15/2010,Townsville,NE,30,SE,NE,9,22
5/15/2010,Adelaide,NE,22,NA,NE,0,11
5/15/2010,MountGambier,N,20,ENE,NA,6,0
5/15/2010,Nuriootpa,NNE,30,NNE,NE,6,15
5/15/2010,Woomera,NNE,44,NNE,NNE,15,30
5/15/2010,Albany,NA,NA,WSW,W,6,6
5/15/2010,Witchcliffe,W,28,N,W,11,15
5/15/2010,PearceRAAF,ESE,24,NA,ESE,0,13
5/15/2010,PerthAirport,SE,26,NE,S,7,17
5/15/2010,Perth,S,24,E,S,6,11
5/15/2010,SalmonGums,SW,50,SSW,SW,30,19
5/15/2010,Walpole,NW,28,NNW,NW,9,13
5/15/2010,Hobart,NNW,33,NNW,NW,9,19
5/15/2010,Launceston,SE,13,NA,SSE,0,7
5/15/2010,AliceSprings,NNW,39,NNE,N,7,20
5/15/2010,Darwin,NNE,39,E,NE,24,30
5/16/2010,Albury,ESE,13,NA,SW,0,4
5/16/2010,BadgerysCreek,NNW,20,NA,NNW,NA,13
5/16/2010,Cobar,ENE,22,E,ENE,11,6
5/16/2010,CoffsHarbour,SSE,39,WSW,SSE,17,24
5/16/2010,Moree,E,28,E,NNE,19,13
5/16/2010,Newcastle,NA,NA,NA,NA,0,0
5/16/2010,NorahHead,SE,41,WSW,SSE,11,15
5/16/2010,NorfolkIsland,WSW,57,WSW,WSW,19,22
5/16/2010,Penrith,NW,15,NA,N,0,7
5/16/2010,Richmond,SSE,19,NA,NA,0,0
5/16/2010,Sydney,NA,NA,W,SSE,17,13
5/16/2010,SydneyAirport,S,30,WNW,SSE,17,19
5/16/2010,WaggaWagga,ENE,20,E,NNE,11,4
5/16/2010,Williamtown,WNW,28,WNW,SW,19,6
5/16/2010,Wollongong,SE,28,SSW,SE,13,15
5/16/2010,Canberra,SE,17,WNW,NW,2,11
5/16/2010,Tuggeranong,N,17,SW,WNW,2,9
5/16/2010,MountGinini,NNW,24,SW,NW,13,9
5/16/2010,Ballarat,ESE,19,NA,SW,0,6
5/16/2010,Bendigo,SSE,19,SSE,NA,9,0
5/16/2010,Sale,ESE,24,NA,E,0,13
5/16/2010,MelbourneAirport,N,22,N,SE,13,11
5/16/2010,Melbourne,N,22,N,SE,13,11
5/16/2010,Mildura,N,20,NE,N,9,9
5/16/2010,Portland,NNE,20,N,NNE,9,9
5/16/2010,Watsonia,NNE,13,NE,SSE,6,6
5/16/2010,Dartmoor,N,26,NA,NE,0,9
5/16/2010,Brisbane,SW,13,SSW,W,6,4
5/16/2010,Cairns,SE,39,SSE,ESE,17,28
5/16/2010,GoldCoast,SSE,35,S,S,11,19
5/16/2010,Townsville,E,35,SE,ENE,9,15
5/16/2010,Adelaide,NNW,26,NNE,W,4,11
5/16/2010,MountGambier,NE,19,NE,ENE,9,13
5/16/2010,Nuriootpa,WNW,26,NNE,NNW,7,6
5/16/2010,Woomera,ESE,28,ESE,NE,11,13
5/16/2010,Albany,NA,NA,NW,SSW,7,6
5/16/2010,Witchcliffe,W,19,N,NNW,11,11
5/16/2010,PearceRAAF,NE,24,NNE,NE,11,9
5/16/2010,PerthAirport,N,24,N,NNE,7,6
5/16/2010,Perth,NE,22,NNE,NE,9,6
5/16/2010,SalmonGums,WNW,20,WNW,NA,6,0
5/16/2010,Walpole,NW,37,NNW,WNW,17,13
5/16/2010,Hobart,NW,26,NNW,E,15,9
5/16/2010,Launceston,NNW,9,E,NNW,2,4
5/16/2010,AliceSprings,NW,30,WNW,W,7,7
5/16/2010,Darwin,E,39,ENE,NE,26,22
5/17/2010,Albury,ESE,48,S,SSE,7,7
5/17/2010,BadgerysCreek,SW,15,SW,NA,6,0
5/17/2010,Cobar,SSW,24,SE,N,6,13
